gene,TSS,end,start,UTR_length,utr_counts,sample
ampC,8758006,8758006,8757888,118,66,utRho13
ampD,237362,237466,237362,104,64,utRho13
ampG,907372,907372,907090,282,1126,utRho13
ampH,792726,792726,792574,152,112,utRho13
amyA,4012230,4012312,4012230,82,56,utRho13
anmK,3439346,3439346,3439204,142,0,utRho13
ansB,6201580,6201580,6201456,124,0,utRho13
ansP,3052040,3052040,3051960,80,90,utRho13
apaG,104068,104068,103212,856,5254,utRho13
apaH,102586,102586,102444,142,3540,utRho13
apbE,4623188,4623188,4623068,120,0,utRho13
appA,2081198,2081234,2081198,36,50,utRho13
appC,2075420,2075480,2075420,60,48,utRho13
appY,1167134,1167362,1167134,228,0,utRho13
apt,982620,982824,982620,204,150,utRho13
aqpZ,1832424,1832424,1832094,330,0,utRho13
araB,140150,140150,140096,54,0,utRho13
araC,140482,140774,140482,292,526,utRho13
araE,5964416,5964416,5964364,52,0,utRho13
araF,3972476,3972476,3972256,220,0,utRho13
araH,3967120,3967120,3967086,34,0,utRho13
araJ,825058,825058,824962,96,28,utRho13
arcA,9281602,9281602,9280612,990,10726,utRho13
arcB,6706098,6706098,6706050,48,0,utRho13
arcZ,6701154,6701154,6701154,0,0,utRho13
arfA,6877346,6877346,6877298,48,0,utRho13
argA,5898312,5898484,5898312,172,0,utRho13
argC,8309770,8310002,8309770,232,120,utRho13
argD,6980442,6980442,6980360,82,0,utRho13
argE,8310156,8310156,8309694,462,300,utRho13
argF,580680,580680,580610,70,0,utRho13
argG,6637124,6637274,6637124,150,0,utRho13
argI,8956688,8956688,8956622,66,0,utRho13
argO,6137672,6137672,6137616,56,2,utRho13
argP,6119460,6119506,6119460,46,32,utRho13
argR,6769204,6769406,6769204,202,0,utRho13
argS,3920002,3920124,3920002,122,0,utRho13
argT,4855698,4855698,4855582,116,0,utRho13
argU,1129406,1129446,1129406,40,0,utRho13
argW,4932616,4932618,4932616,2,0,utRho13
argX,7964728,7964750,7964728,22,0,utRho13
aroF,5482402,5482402,5482300,102,0,utRho13
aroG,1571182,1571266,1571182,84,258,utRho13
aroH,3576636,3576870,3576636,234,1214,utRho13
aroK,7038760,7038760,7038128,632,1030,utRho13
aroL,812560,812810,812560,250,60,utRho13
aroP,243342,243342,243102,240,0,utRho13
arpA,8445382,8445382,8444974,408,0,utRho13
arrS,7316108,7316108,7316108,0,0,utRho13
arsR,7297024,7297056,7297024,32,0,utRho13
artJ,1801252,1801252,1801150,102,0,utRho13
artP,1807686,1807686,1807468,218,70,utRho13
ascF,5678858,5679048,5678858,190,0,utRho13
ascG,5678574,5678574,5678528,46,0,utRho13
aslB,7965562,7965916,7965562,354,292,utRho13
asnA,7854258,7854310,7854258,52,0,utRho13
asnB,1398444,1398444,1398354,90,70,utRho13
asnC,23562186,23562186,23562018,168,0,utRho13
asnS,1978088,1978088,1977970,118,16274,utRho13
asnT,4089082,4089098,4089082,16,312,utRho13
asnU,4119690,4119702,4119690,12,0,utRho13
asnV,4124504,4124520,4124504,16,14,utRho13
aspA,17473728,17473728,17473308,420,212,utRho13
aspC,1971486,1971486,1971418,68,144,utRho13
aspS,3901402,3901402,3901044,358,164,utRho13
aspT,7893560,7893744,7893560,184,147588,utRho13
aspV,473826,473862,473826,36,90,utRho13
asr,3342654,3342752,3342654,98,38,utRho13
astC,3664088,3664088,3663964,124,0,utRho13
astE,3654138,3654138,3653846,292,0,utRho13
atoD,4646824,4646894,4646824,70,0,utRho13
atpB,7844540,7844540,7844102,438,710,utRho13
atpC,7832118,7832118,7831944,174,3128,utRho13
atpI,7845050,7845050,7844880,170,46,utRho13
avtA,7479348,7479410,7479348,62,220,utRho13
azoR,2965982,2965982,2965720,262,90,utRho13
azuC,3976002,3976002,3975918,84,0,utRho13
bacA,6408350,6408350,6408262,88,0,utRho13
bamA,394052,395856,394052,1804,1140,utRho13
bamB,5277950,5277950,5277304,646,1920,utRho13
bamC,5198028,5198028,5197730,298,2698,utRho13
bamD,5471922,5472292,5471922,370,1474,utRho13
bamE,5506972,5507210,5506972,238,814,utRho13
basS,8666954,8666954,8666544,410,592,utRho13
bax,7474468,7474468,7474354,114,60,utRho13
bcp,5200874,5200956,5200874,82,4762,utRho13
bcsB,7385346,7385346,7385214,132,94,utRho13
bcsE,7392644,7392916,7392644,272,0,utRho13
bdcA,8948128,8948128,8948106,22,0,utRho13
bdcR,8948192,8948248,8948192,56,0,utRho13
bdm,3112680,3112680,3112560,120,0,utRho13
betA,654522,654522,654494,28,124,utRho13
betI,658722,658722,658668,54,0,utRho13
betT,658842,658926,658842,84,0,utRho13
bfr,6933498,6933498,6933450,48,0,utRho13
bglG,23440182,23440182,23439402,780,0,utRho13
bglX,4444240,4444240,4443978,262,0,utRho13
bhsA,2337962,2338146,2337962,184,0,utRho13
bioA,1618584,1618584,1618514,70,0,utRho13
bioB,1618604,1618688,1618604,84,0,utRho13
bioH,7089716,7089716,7089688,28,0,utRho13
bisC,7433026,7433026,7432788,238,0,utRho13
blc,8755490,8755490,8755444,46,0,utRho13
blr,3409024,3409102,3409024,78,0,utRho13
bluF,2431226,2431226,2430950,276,0,utRho13
bluR,2428226,2428226,2428118,108,0,utRho13
bolA,908698,908944,908698,246,116,utRho13
borD,1157842,1157842,1157786,56,2,utRho13
brnQ,838976,839182,838976,206,632,utRho13
bssR,1756492,1756496,1756492,4,0,utRho13
bssS,2242116,2242116,2241910,206,0,utRho13
btuB,8326798,8327278,8326798,480,4874,utRho13
cadB,8720212,8720212,8720062,150,0,utRho13
cadC,8723926,8723926,8723868,58,20,utRho13
caiE,70998,70998,70742,256,0,utRho13
caiF,68436,68600,68436,164,0,utRho13
caiT,84074,84074,83862,212,0,utRho13
can,285406,285406,285340,66,0,utRho13
carA,59102,59302,59102,200,0,utRho13
carB,61550,61634,61550,84,246,utRho13
cas2,5757830,5757830,5757706,124,0,utRho13
casA,5768638,5768638,5768276,362,0,utRho13
cbl,4121882,4121882,4121828,54,0,utRho13
cbpA,2128074,2128074,2127550,524,0,utRho13
cbrA,7738628,7738754,7738628,126,0,utRho13
cbrB,7794958,7795012,7794958,54,0,utRho13
ccmH,4585242,4585242,4584820,422,92,utRho13
cdaR,364894,364926,364894,32,0,utRho13
cdd,4463638,4463688,4463638,50,0,utRho13
cdh,8219814,8219860,8219814,46,0,utRho13
cdsA,391110,391354,391110,244,1570,utRho13
cedA,3627484,3627484,3627326,158,40,utRho13
cfa,3482402,3482826,3482402,424,368,utRho13
chaC,2544844,2544972,2544844,128,0,utRho13
chbB,3643452,3643452,3643238,214,0,utRho13
chbG,3634624,3634624,3634270,354,92,utRho13
cheW,3946924,3946924,3946678,246,1146,utRho13
chiA,6939792,6939792,6939706,86,0,utRho13
chiP,1416472,1416668,1416472,196,0,utRho13
cho,3646984,3647030,3646984,46,0,utRho13
chpS,8896804,8896894,8896804,90,18,utRho13
cirA,4493884,4493884,4493538,346,0,utRho13
citC,1304078,1304078,1303712,366,0,utRho13
citT,1293264,1293264,1293160,104,0,utRho13
clcA,350104,350214,350104,110,0,utRho13
clpA,1846160,1846528,1846160,368,102,utRho13
clpB,5468410,5468410,5468346,64,266,utRho13
clpP,913154,913354,913154,200,754,utRho13
clpS,1845500,1845826,1845500,326,28,utRho13
clpX,914404,914852,914404,448,2992,utRho13
clsA,2617346,2617346,2617290,56,0,utRho13
clsC,2212584,2212710,2212584,126,622,utRho13
cmk,1922330,1922402,1922330,72,0,utRho13
cnu,3409522,3409898,3409522,376,666,utRho13
coaA,8350214,8350214,8350052,162,338,utRho13
cobC,1340092,1340092,1339814,278,336,utRho13
cobT,4129202,4129202,4128934,268,0,utRho13
cobU,4131944,4131944,4131528,416,0,utRho13
codB,709768,709844,709768,76,0,utRho13
comR,2337726,2337726,2337664,62,130,utRho13
copA,1022822,1022822,1022758,64,28,utRho13
corA,8002388,8002852,8002388,464,6014,utRho13
cpdB,8873258,8873258,8873130,128,412,utRho13
cptB,6082198,6082198,6082140,58,0,utRho13
cpxA,8210202,8210202,8209950,252,732,utRho13
cpxP,8211570,8211640,8211570,70,90,utRho13
cpxR,8211372,8211372,8211340,32,58,utRho13
cra,175894,176056,175894,162,50,utRho13
crcB,1316016,1316016,1315876,140,0,utRho13
creA,9270486,9271042,9270486,556,364,utRho13
creD,9276320,9276356,9276320,36,0,utRho13
crl,515620,515658,515620,38,666,utRho13
crp,6971906,6972240,6971906,334,6878,utRho13
crr,5070960,5071668,5070960,708,4262,utRho13
csdA,5886414,5886674,5886414,260,0,utRho13
csgB,2207718,2207902,2207718,184,0,utRho13
csgD,2206688,2206688,2206392,296,0,utRho13
csgG,2203510,2203510,2203368,142,0,utRho13
csiD,5577854,5577970,5577854,116,128,utRho13
csiE,5330802,5330870,5330802,68,0,utRho13
csiR,5590942,5591348,5590942,406,0,utRho13
cspA,7439778,7440098,7439778,320,1718,utRho13
cspB,3283430,3283430,3283108,322,2,utRho13
cspC,3815018,3815018,3814870,148,976,utRho13
cspD,1845352,1845352,1845180,172,19414,utRho13
cspE,1314294,1314584,1314294,290,38,utRho13
cspF,3283380,3283710,3283380,330,0,utRho13
cspG,2102610,2102922,2102610,312,178,utRho13
cspH,2102746,2102746,2102350,396,2,utRho13
cspI,3277624,3277624,3277334,290,0,utRho13
csrA,5638746,5638746,5638292,454,2044,utRho13
csrB,5849048,5849048,5849048,0,0,utRho13
csrC,8102072,8102072,8102072,0,0,utRho13
csrD,6806850,6806850,6806664,186,0,utRho13
cstA,1259710,1259788,1259710,78,0,utRho13
cueO,274090,274166,274090,76,0,utRho13
cueR,1027948,1027986,1027948,38,50,utRho13
curA,3037784,3038054,3037784,270,0,utRho13
cusC,1191146,1191200,1191146,54,0,utRho13
cusR,1190924,1190924,1190886,38,0,utRho13
cutA,8730784,8730784,8730712,72,24,utRho13
cutC,3918534,3918534,3917920,614,434,utRho13
cvpA,4861600,4861600,4861526,74,20,utRho13
cvrA,2484328,2484328,2484142,186,16,utRho13
cyaA,7981548,7982306,7981548,758,462,utRho13
cyaR,4334228,4334224,4334228,4,0,utRho13
cyaY,7988166,7988166,7988118,48,0,utRho13
cybB,2981522,2981804,2981522,282,0,utRho13
cycA,8859560,8859728,8859560,168,614,utRho13
cydA,1542340,1542916,1542340,576,372,utRho13
cydC,1858800,1858800,1858390,410,340,utRho13
cydD,1862062,1862062,1861924,138,38,utRho13
cydX,1548300,1548392,1548300,92,650,utRho13
cynR,717418,717418,717380,38,0,utRho13
cynT,1435092,1435196,1435092,104,0,utRho13
cyoA,903306,903306,903220,86,4702,utRho13
cyoE,895540,895540,895410,130,732,utRho13
cysB,2667576,2667710,2667576,134,58,utRho13
cysC,5748056,5748056,5747984,72,0,utRho13
cysD,5752736,5752736,5752658,78,0,utRho13
cysE,7565362,7565362,7565124,238,3770,utRho13
cysG,6995508,6995656,6995508,148,26,utRho13
cysJ,5783928,5783928,5783796,132,136,utRho13
cysK,5064688,5064818,5064688,130,104,utRho13
cysP,5087114,5087114,5087056,58,0,utRho13
cysS,1109154,1109222,1109154,68,198,utRho13
cysT,3984100,3984100,3983974,126,210,utRho13
cysZ,5062766,5062926,5062766,160,102,utRho13
cytR,8249018,8249018,8248912,106,184,utRho13
dacA,1328002,1328002,1327926,76,216,utRho13
dacB,6657714,6657926,6657714,212,0,utRho13
dacC,1761306,1761454,1761306,148,0,utRho13
dadA,2475018,2475142,2475018,124,0,utRho13
dam,7032504,7032504,7031826,678,1192,utRho13
damX,7035200,7035200,7034612,588,326,utRho13
dapA,5199568,5199568,5199520,48,0,utRho13
dapB,56576,56748,56576,172,84,utRho13
dapD,371954,371954,371894,60,318,utRho13
dapE,5183120,5183214,5183120,94,1194,utRho13
dcp,3254844,3254844,3254760,84,48,utRho13
dcrB,7219534,7219910,7219534,376,0,utRho13
dctA,7366996,7366996,7366894,102,822,utRho13
dcuA,8733686,8733686,8733546,140,0,utRho13
dcuB,8698182,8698182,8697488,694,408,utRho13
dcuC,1312166,1312166,1311936,230,0,utRho13
dcuD,6749166,6749738,6749166,572,0,utRho13
dcuR,8701130,8701130,8700068,1062,670,utRho13
dcuS,8703370,8703370,8703324,46,0,utRho13
dcyD,3999016,3999016,3998960,56,0,utRho13
ddpX,3126498,3126498,3126152,346,0,utRho13
deaD,6615818,6615818,6615720,98,92,utRho13
dedA,4869880,4869880,4869482,398,5366,utRho13
dedD,4863750,4863750,4863368,382,158,utRho13
def,6867300,6867380,6867300,80,6,utRho13
degP,361690,361768,361690,78,0,utRho13
degQ,6761308,6761486,6761308,178,610,utRho13
deoB,9239134,9239206,9239134,72,0,utRho13
deoC,9233358,9234646,9233358,1288,480,utRho13
dfp,7625406,7625462,7625406,56,138,utRho13
dgcZ,3247758,3247758,3247700,58,0,utRho13
dgkA,8512914,8513274,8512914,360,942,utRho13
dgt,358392,358474,358392,82,0,utRho13
dhaK,2501888,2501888,2501676,212,490,utRho13
dhaR,2502006,2502132,2502006,126,44,utRho13
dicB,3299194,3299218,3299194,24,0,utRho13
dicC,3295752,3295752,3295700,52,0,utRho13
dinB,501760,501796,501760,36,0,utRho13
dinD,7635398,7635520,7635398,122,0,utRho13
dinG,1666146,1666140,1666146,6,0,utRho13
dinI,2243018,2243018,2242974,44,44,utRho13
dinJ,493230,493230,493004,226,0,utRho13
dinQ,7295964,7295964,7295576,388,824,utRho13
djlA,114536,114728,114536,192,130,utRho13
dkgA,6313142,6313246,6313142,104,764,utRho13
dkgB,458196,458334,458196,138,0,utRho13
dksA,321502,321502,321208,294,2394,utRho13
dld,4444164,4444370,4444164,206,126,utRho13
dmlA,3763424,3763824,3763424,400,112,utRho13
dmlR,3763710,3763710,3763618,92,108,utRho13
dmsA,1881646,1881918,1881646,272,0,utRho13
dnaA,7767922,7767922,7767458,464,942,utRho13
dnaB,8528566,8528628,8528566,62,0,utRho13
dnaK,24096,24326,24096,230,2476,utRho13
dnaN,7765466,7765466,7764642,824,628,utRho13
dnaQ,471868,472134,471868,266,1686,utRho13
dnaT,18406460,18406460,18406068,392,0,utRho13
dnaX,984112,984184,984112,72,258,utRho13
dosP,3131486,3131486,3131466,20,0,utRho13
dpiB,1303968,1304470,1303968,502,0,utRho13
dppA,7415740,7415740,7415410,330,3352,utRho13
dps,1697900,1697900,1697822,78,72,utRho13
dsbA,8086754,8086836,8086754,82,2516,utRho13
dsbB,2466294,2466294,2466060,234,0,utRho13
dsbC,6079266,6079266,6077644,1622,1160,utRho13
dsbG,1277600,1277600,1277146,454,392,utRho13
dsdA,4958242,4958404,4958242,162,1320,utRho13
dsdC,4955492,4955492,4955258,234,0,utRho13
dsdX,4955642,4955694,4955642,52,0,utRho13
dsrA,4050626,4050626,4050626,0,0,utRho13
dsrB,4049686,4049686,4049646,40,2,utRho13
dtpD,1485340,1485340,1485112,228,20,utRho13
dusA,8523200,8523338,8523200,138,1298,utRho13
dusB,6820492,6820560,6820492,68,0,utRho13
dusC,4460790,4460790,4460770,20,0,utRho13
dut,7627704,7627864,7627704,160,2176,utRho13
dxr,386670,387042,386670,372,1184,utRho13
ebgA,6445102,6445266,6445102,164,44,utRho13
ebgR,6442874,6442932,6442874,58,60,utRho13
ecnB,8753018,8753106,8753018,88,0,utRho13
eco,4607594,4607810,4607594,216,54,utRho13
ecpA,621594,621594,621342,252,0,utRho13
ecpB,620238,620238,620052,186,0,utRho13
ecpR,622964,622964,622672,292,0,utRho13
eda,3866218,3866218,3865512,706,308,utRho13
edd,3869426,3869426,3869208,218,186,utRho13
efeO,2164308,2164486,2164308,178,56,utRho13
efeU_1,2162614,2162712,2162614,98,0,utRho13
efp,8751134,8751398,8751134,264,4412,utRho13
elaA,4763372,4763372,4763086,286,224,utRho13
elaD,4765308,4765426,4765308,118,0,utRho13
elfA,1995530,1995736,1995530,206,0,utRho13
elfD,1996642,1996980,1996642,338,0,utRho13
emrD,7707690,7707844,7707690,154,8,utRho13
emrK,4966896,4966896,4966678,218,0,utRho13
emrY,4964668,4964668,4964352,316,0,utRho13
emtA,2486250,2486360,2486250,110,0,utRho13
endA,12361100,12361388,12361100,288,0,utRho13
eno,5817692,5817692,5815882,1810,3054,utRho13
entC,1249662,1249770,1249662,108,0,utRho13
entD,1220508,1220508,1220158,350,160,utRho13
entH,1258584,1258600,1258584,16,0,utRho13
entS,1244506,1244600,1244506,94,0,utRho13
envR,6827266,6827266,6826930,336,0,utRho13
epd,12295292,12295292,12294764,528,88,utRho13
epmA,8765236,8765286,8765236,50,0,utRho13
epmB,8751406,8751406,8751314,92,2162,utRho13
eptB,7421162,7421162,7420950,212,118,utRho13
eptC,8300622,8300622,8300530,92,0,utRho13
erfK,4126708,4126708,4126646,62,38,utRho13
erpA,353122,353220,353122,98,72,utRho13
esrE,8039956,8039956,8039956,0,0,utRho13
essD,1153746,1154796,1153746,1050,16,utRho13
etk,2088606,2088606,2088420,186,0,utRho13
evgA,4967262,4967510,4967262,248,0,utRho13
exbB,6304028,6304028,6303968,60,0,utRho13
exbD,6302780,6302780,6302486,294,142,utRho13
exuR,6493016,6493304,6493016,288,82,utRho13
exuT,6490004,6490208,6490004,204,0,utRho13
fabA,2032996,2032996,2032940,56,0,utRho13
fabB,4883282,4883282,4883210,72,0,utRho13
fabH,2297032,2297518,2297032,486,1294,utRho13
fabI,2702236,2702236,2702078,158,52,utRho13
fadB,8062026,8062026,8061942,84,0,utRho13
fadD,3779614,3779614,3779492,122,0,utRho13
fadE,486812,486812,486606,206,0,utRho13
fadH,6463248,6463330,6463248,82,0,utRho13
fadI,4921022,4921022,4920938,84,0,utRho13
fadL,4922410,4922600,4922410,190,172,utRho13
fadM,928720,928804,928720,84,4,utRho13
fadR,2469810,2469876,2469810,66,0,utRho13
fbaB,4357334,4357334,4357128,206,0,utRho13
fdhE,8162722,8162722,8162456,266,2014,utRho13
fdhF,8598814,8598814,8598732,82,0,utRho13
fdnG,3094744,3094802,3094744,58,0,utRho13
fdrA,1093012,1093360,1093012,348,0,utRho13
feaB,2894994,2895038,2894994,44,0,utRho13
feaR,2894734,2894734,2894566,168,68,utRho13
fecA,9033454,9033454,9033354,100,74,utRho13
fecE,9023288,9023288,9022914,374,4014,utRho13
fecI,9036564,9036564,9036470,94,0,utRho13
feoA,7080114,7080326,7080114,212,68,utRho13
fepA,1225334,1225334,1224988,346,0,utRho13
fepB,1249454,1249454,1249020,434,730,utRho13
fepD,1244468,1244468,1244378,90,0,utRho13
fes,1225374,1225630,1225374,256,16,utRho13
ffh,5495706,5495706,5495590,116,894,utRho13
ffs,952576,952848,952576,272,0,utRho13
fhuA,334884,334968,334884,84,48,utRho13
fhuE,2323294,2323294,2323102,192,42,utRho13
fhuF,9211504,9211504,9211326,178,198,utRho13
fic,6983296,6983296,6982926,370,316,utRho13
fieF,8212864,8212938,8212864,74,0,utRho13
fimA,9085388,9086230,9085388,842,660,utRho13
fimB,9081334,9081914,9081334,580,722,utRho13
fimE,9083742,9084074,9083742,332,0,utRho13
fimZ,1129214,1129214,1128960,254,0,utRho13
fiu,1683296,1683296,1683062,234,0,utRho13
fixA,84650,84806,84650,156,0,utRho13
fkpA,6955050,6955050,6954838,212,10048,utRho13
fldA,2846084,2846084,2845860,224,2988,utRho13
fldB,6079644,6079710,6079644,66,0,utRho13
flgA,2261770,2261770,2261726,44,0,utRho13
flgB,2261986,2262036,2261986,50,0,utRho13
flgK,2276702,2276756,2276702,54,386,utRho13
flgM,2260330,2260330,2260256,74,552,utRho13
flgN,2259828,2259828,2259660,168,166,utRho13
flhB,3932432,3932432,3932382,50,50,utRho13
flhC,3955864,3955864,3955688,176,104,utRho13
flhD,3957154,3957154,3956394,760,466,utRho13
fliA,4003638,4003638,4003578,60,0,utRho13
fliC,4007352,4007352,4007212,140,240,utRho13
fliD,4007634,4007744,4007634,110,316,utRho13
fliE,4026186,4026186,4026028,158,0,utRho13
fliF,4026292,4026458,4026292,166,346,utRho13
fliL,4039168,4039236,4039168,68,26,utRho13
flk,4875824,4875900,4875824,76,0,utRho13
flu,4142634,4143078,4142634,444,56,utRho13
flxA,3292776,3292810,3292776,34,0,utRho13
fnr,2799104,2799104,2799052,52,16,utRho13
fnrS,2818258,2818258,2818258,0,0,utRho13
focA,1909628,1909628,1908932,696,218,utRho13
folA,99598,99646,99598,48,0,utRho13
folB,6409296,6409296,6409178,118,0,utRho13
folD,1115562,1115562,1115482,80,212,utRho13
folE,4487696,4487696,4487304,392,3114,utRho13
fpr,8228998,8228998,8228944,54,0,utRho13
frc,4986878,4986878,4986508,370,0,utRho13
frdA,8764824,8764824,8764636,188,46,utRho13
frdD,8758948,8758948,8758732,216,2624,utRho13
fre,8052886,8053054,8052886,168,2306,utRho13
frlA,6999518,6999820,6999518,302,0,utRho13
frr,385624,385744,385624,120,2026,utRho13
frsA,513004,513054,513004,50,36,utRho13
fruB,4527194,4527194,4526990,204,82,utRho13
frvR,8179804,8179804,8179710,94,0,utRho13
fryA,5008986,5008986,5008970,16,0,utRho13
fsaA,1727060,1727284,1727060,224,0,utRho13
fsr,1009710,1009710,1009392,318,128,utRho13
ftnA,3977364,3977432,3977364,68,0,utRho13
ftnB,3973550,3973850,3973550,300,28,utRho13
ftsA,207122,207964,207122,842,602,utRho13
ftsB,5745802,5745802,5745640,162,10,utRho13
ftsH,6654204,6654204,6653870,334,1340,utRho13
ftsK,1865858,1866448,1865858,590,2074,utRho13
ftsL,181376,182064,181376,688,1838,utRho13
ftsP,6325732,6325732,6325338,394,194,utRho13
ftsQ,205484,206310,205484,826,266,utRho13
ftsX,7204512,7204512,7204172,340,420,utRho13
ftsZ,209272,210610,209272,1338,122,utRho13
fucA,5867708,5867708,5867376,332,70,utRho13
fucP,5868238,5868470,5868238,232,0,utRho13
fumA,6753760,6753760,6753508,252,13152,utRho13
fumB,8694696,8694696,8694652,44,12,utRho13
fumC,3373418,3373418,3373176,242,0,utRho13
fur,2842892,2842892,2842584,308,5668,utRho13
fusA,6947370,6947370,6947028,342,36468,utRho13
fxsA,8737206,8737328,8737206,122,792,utRho13
gabD,5581824,5582546,5581824,722,3082,utRho13
gadA,7335214,7335214,7335160,54,0,utRho13
gadB,3144144,3144144,3144090,54,0,utRho13
gadC,3141168,3141168,3140978,190,0,utRho13
gadE,7315600,7316732,7315600,1132,0,utRho13
gadW,7329562,7329562,7329236,326,0,utRho13
gadX,14663356,14663356,14663240,116,0,utRho13
gadY,7329728,7329728,7329728,0,0,utRho13
galE,1584354,1584354,1584110,244,0,utRho13
galF,4228702,4228702,4228654,48,0,utRho13
galM,1577796,1577796,1577674,122,1198,utRho13
galP,6176510,6176568,6176510,58,0,utRho13
galR,5953138,5953198,5953138,60,326,utRho13
galS,4483420,4483420,4483336,84,0,utRho13
galU,2582810,2582914,2582810,104,694,utRho13
gapA,3724480,3725542,3724480,1062,13684,utRho13
garP,6549868,6549868,6549814,54,22,utRho13
gatY,4354468,4354468,4354408,60,26,utRho13
gatZ,4352864,4352864,4352642,222,46452,utRho13
gcd,282558,282558,282450,108,0,utRho13
gcl,1067814,1067832,1067814,18,0,utRho13
gcvA,5885278,5885278,5885134,144,0,utRho13
gcvB,5885392,5885392,5885392,0,0,utRho13
gcvR,5199758,5199812,5199758,54,178,utRho13
gcvT,6101544,6101544,6101334,210,7082,utRho13
gdhA,3684616,3684742,3684616,126,0,utRho13
gfcA,2099668,2099668,2099488,180,24,utRho13
gfcD,2096236,2096236,2095890,346,0,utRho13
ghrA,2195648,2195772,2195648,124,110,utRho13
ghrB,7434378,7434620,7434378,242,1082,utRho13
glcA,6242728,6242728,6242558,170,104,utRho13
glcC,6256412,6256544,6256412,132,0,utRho13
glcD,6256152,6256152,6256042,110,276,utRho13
gldA,8278092,8278092,8278070,22,0,utRho13
glgA,7136784,7136784,7136066,718,656,utRho13
glgB,7147314,7147314,7147004,310,254,utRho13
glgC,7139142,7139142,7138656,486,450,utRho13
glgP,7133546,7133546,7133162,384,344,utRho13
glgS,6384024,6384024,6383878,146,0,utRho13
glgX,7142838,7142838,7142638,200,52,utRho13
glk,5018922,5018922,5018852,70,0,utRho13
glmS,7827622,7827622,7827336,286,5292,utRho13
glmU,7830652,7830652,7830400,252,2,utRho13
glmY,10765360,10765360,10765360,0,0,utRho13
glmZ,7972864,7972864,7972864,0,0,utRho13
glnA,16232888,16232888,16232136,752,1416,utRho13
glnB,5375052,5375052,5374816,236,4,utRho13
glnD,377310,377310,377300,10,0,utRho13
glnE,6399602,6399602,6399282,320,136,utRho13
glnH,1696396,1696396,1696008,388,526,utRho13
glnK,945112,945196,945112,84,0,utRho13
glnL,8112742,8112742,8112678,64,0,utRho13
glnQ,1693262,1693262,1692926,336,1228,utRho13
glnS,1411998,1412186,1411998,188,1194,utRho13
gloA,3455602,3455674,3455602,72,0,utRho13
gloB,469852,469852,469564,288,1350,utRho13
glpA,4705166,4705294,4705166,128,0,utRho13
glpD,7123942,7124026,7123942,84,66,utRho13
glpE,7123698,7123698,7123646,52,38,utRho13
glpF,8236322,8236322,8236180,142,616,utRho13
glpG,7122960,7122960,7122904,56,438,utRho13
glpR,7121782,7121782,7121210,572,140,utRho13
glpT,4704902,4704902,4704748,154,658,utRho13
glpX,8231212,8231212,8231158,54,7246,utRho13
glrK,5382246,5382246,5382196,50,40,utRho13
gltA,1509534,1509534,1508936,598,22366,utRho13
gltB,6709018,6709264,6709018,246,28,utRho13
gltI,1375792,1375792,1375494,298,2974,utRho13
gltP,8588536,8588962,8588536,426,1184,utRho13
gltS,7657382,7657382,7657330,52,622,utRho13
gltX,5041568,5041568,5041344,224,320,utRho13
gluQ,320286,320286,320224,62,606,utRho13
glyA,5371148,5371148,5371014,134,86,utRho13
glyQ,7450708,7450708,7450636,72,208,utRho13
glyS,7448990,7448990,7448794,196,2696,utRho13
glyU,5998128,5998128,5998114,14,26,utRho13
glyV,8784626,8784720,8784626,94,226,utRho13
glyW,3984360,3984360,3984234,126,0,utRho13
gmhB,445612,445666,445612,54,0,utRho13
gmk,7642776,7642856,7642776,80,14,utRho13
gmr,2693686,2693686,2693484,202,60,utRho13
gnd,4202648,4202648,4202536,112,556,utRho13
gnsB,3275692,3275692,3275564,128,0,utRho13
gntK,14310580,14310580,14310368,212,88,utRho13
gntP,9102668,9102668,9102592,76,46,utRho13
gntR,7157760,7157760,7157452,308,432,utRho13
gntT,7092810,7093118,7092810,308,88,utRho13
gntU,7154170,7154170,7154122,48,0,utRho13
gntX,7089334,7089764,7089334,430,0,utRho13
gor,7292224,7292598,7292224,374,380,utRho13
gpmA,1575340,1575340,1575190,150,56,utRho13
gpmM,7570374,7570520,7570374,146,36,utRho13
gpsA,7567620,7567620,7567322,298,25780,utRho13
gpt,511828,511954,511828,126,476,utRho13
grcA,5433046,5433046,5432898,148,0,utRho13
greA,6657728,6657728,6657430,298,952,utRho13
greB,7073488,7073624,7073488,136,112,utRho13
groL,8741566,8742050,8741566,484,9766,utRho13
groS,8741232,8741376,8741232,144,12484,utRho13
grpE,5501494,5501494,5501416,78,524,utRho13
grxA,1781552,1781552,1781506,46,0,utRho13
grxB,2248206,2248206,2248108,98,50,utRho13
grxC,7569152,7569152,7568884,268,11042,utRho13
grxD,3468324,3468324,3468202,122,6260,utRho13
gspA,6911268,6911268,6910796,472,0,utRho13
gspC,6910964,6911156,6910964,192,0,utRho13
gss,6277220,6277220,6277044,176,68,utRho13
gstA,3428654,3428754,3428654,100,0,utRho13
gstB,1761038,1761038,1760960,78,0,utRho13
guaB,5268214,5268214,5268140,74,350,utRho13
gudD,5839026,5839026,5838770,256,38,utRho13
gyrA,4678914,4678914,4678840,74,8,utRho13
gyrB,7760300,7760300,7760238,62,0,utRho13
hcaE,5337964,5338064,5337964,100,80,utRho13
hcaR,5337928,5337928,5337792,136,0,utRho13
hcaT,5336106,5336106,5335692,414,508,utRho13
